conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,,,,,,,
1.75756E+18,Tue Feb 13 23:59:28 +0000 2024,0,Ayo kita sama-sama kawal kemenangam @prabowo @gibran_tweet dan pastikan suara kita untuk #02JariUngu https://t.co/PneKoXOfux,1.75756E+18,https://pbs.twimg.com/media/GGQXDwragAAZcQT.jpg,,in,,0,0,0,https://x.com/madhajenti/status/1757555119359688840,1.63255E+18,madhajenti,,,,,,,
1.75755E+18,Tue Feb 13 23:55:00 +0000 2024,0,yok hari ini ke TPS tunjukkan dukunganmu untuk @prabowo @gibran_tweet dengan foto sehabis coblos yakk #02JariUngu ï¸ https://t.co/zTkaSPK0se,1.75755E+18,https://pbs.twimg.com/media/GGQRZmuaoAAM0q-.jpg,,in,Indonesia,0,0,0,https://x.com/yinfibe/status/1757553992282841271,1.45209E+18,yinfibe,,,,,,,
1.75755E+18,Tue Feb 13 23:41:41 +0000 2024,4,Bismillah Bpk @prabowo Doa dan zikir sebelum mencoblos Bapak ï¸ï¸ #prabowogibranmenangsatuputaran Allah akan memberiii Kepercayaan u mu Memimpin NKRI Aamiin #temanprabowosubianto ðŸ‡¨ðŸ‡­ï¸ https://t.co/2Oa9cVd8JD,1.75755E+18,https://pbs.twimg.com/media/GGQS_mjXsAAw3to.jpg,,in,,0,0,1,https://x.com/drReUtari08/status/1757550644334837782,1.69519E+18,drReUtari08,,,,,,,
1.75755E+18,Tue Feb 13 23:55:50 +0000 2024,0,Yukk ikut challenge ini dengen coblos @prabowo #02JariUngu https://t.co/ASMu50VU0R,1.75755E+18,https://pbs.twimg.com/media/GGQWN4baIAA6rcN.jpg,,in,,0,0,0,https://x.com/RoccoStone11/status/1757554202518458509,1.62803E+18,RoccoStone11,,,,,,,
1.75755E+18,Tue Feb 13 23:56:23 +0000 2024,0,Salam #02JariUngu Gas ke TPS jangan sampai kelewatan dan gunakan hak pilih sebijak mungkin mantap terus pak @prabowo https://t.co/doAQk77Cb3,1.75755E+18,https://pbs.twimg.com/media/GGQWWY-bsAA8iqR.jpg,,in,Indonesia,0,0,0,https://x.com/JeniAroon/status/1757554342268371079,1.59569E+18,JeniAroon,,,,,,,
1.75755E+18,Tue Feb 13 23:57:41 +0000 2024,0,yukk angkat #02JariUngu untuk masa depan bangsa yang lebih aman dan damai @prabowo https://t.co/UpTN1XAviB,1.75755E+18,https://pbs.twimg.com/media/GGQWqHMbwAAygd0.jpg,,in,Indonesia,0,0,0,https://x.com/jjaprin24/status/1757554670464385147,1.72566E+18,jjaprin24,,,,,,,
1.75755E+18,Tue Feb 13 23:56:58 +0000 2024,0,hari ini kita kawal dan kita serukan juga salam #02JariUngu kita yakin untuk menang sekali putaran. gas ke tps jangan golput ya guys @jokowi @prabowo https://t.co/tRzw282ylp,1.75755E+18,https://pbs.twimg.com/media/GGQWfZdaEAAyaIp.jpg,,in,,0,0,0,https://x.com/vidiayu_/status/1757554486451847213,7.59951E+17,vidiayu_,,,,,,,
1.75755E+18,Tue Feb 13 23:55:00 +0000 2024,0,Jangan lupa ya guys Dateng ke TPS hari ini gunakan hak pilih kita untuk Indonesia jangan lupa #02JariUngu ya kan pak @prabowo https://t.co/QjF1sKQN5n,1.75755E+18,https://pbs.twimg.com/media/GGQVVr0aQAAX5gy.jpg,,in,Yogyakarta,0,0,0,https://x.com/TariTahubulat/status/1757553992195027193,1.59569E+18,TariTahubulat,,,,,,,
1.75753E+18,Tue Feb 13 22:39:11 +0000 2024,42,Mari kita bantu prabowo untuk hatrick...vote number 03 https://t.co/giKSghHpGQ,1.75753E+18,https://pbs.twimg.com/media/GGQEsNvaQAAyMqW.jpg,,in,,1,1,13,https://x.com/BerthaAstu32435/status/1757534914424291667,1.71344E+18,BerthaAstu32435,,,,,,,
1.75754E+18,Tue Feb 13 22:44:41 +0000 2024,56,..would prabowo gibran lose? https://t.co/vqbD79srYA,1.75754E+18,https://pbs.twimg.com/media/GGQF8mvbUAAFs4L.jpg,,en,"Surakarta, Jawa Tengah",1,5,6,https://x.com/anonjawa/status/1757536297261130124,1.6891E+18,anonjawa,,,,,,,
1.75753E+18,Tue Feb 13 22:06:18 +0000 2024,0,Andy Vermaut shares:Indonesia Elections 2024: Five issues that have defined 75-day campaign as Indonesians pick president today: From unfair campaigning concerns to the importance of the Java vote CNA sums up five issues that have shaped https://t.co/JjZO91h9Q2 Thank you. https://t.co/Tn63o9fpCw,1.75753E+18,https://pbs.twimg.com/media/GGP9Kh1bUAAzkL7.jpg,,en,"Diksmuide, BelgiÃ«",0,0,0,https://x.com/AndyVermaut/status/1757526639125369216,283604227,AndyVermaut,,,,,,,
1.75753E+18,Tue Feb 13 22:22:46 +0000 2024,10,Hukum harus kongkret. Hukum bukan spekulasi. Hukum bukan asumsi Hukum perlu bukti. Apa itu artinya sutradara &amp; pemeran film Dirty Vote orang yg telah menggadaikan kepakarannya demi ambisi jabatan dan cuan ? Moga rakyat menilai dgn memilih @prabowo @gibran_tweet satu putaran ! https://t.co/V6GnbSMxDx,1.75753E+18,https://pbs.twimg.com/media/GGQA7KraEAEupDT.jpg,,in,"Bumiayu, Indonesia",0,4,2,https://x.com/sukardiyahya162/status/1757530783890436198,1.53972E+18,sukardiyahya162,,,,,,,
1.75753E+18,Tue Feb 13 22:15:26 +0000 2024,0,Selamat pagi dari TPS Prabowo di Hambalang https://t.co/4lkGoHX20d,1.75753E+18,https://pbs.twimg.com/ext_tw_video_thumb/1757528872357347329/pu/img/ejl-UT3rourxQm5h.jpg,,in,ð”ð§ð¥ðšð›ðžð¥ðžð,0,0,0,https://x.com/momoygie/status/1757528937494900818,8.06898E+17,momoygie,,,,,,,
1.75753E+18,Tue Feb 13 22:33:40 +0000 2024,93,Ayooo ke TPS baca Doa Zikir sblm n coblos yaa 14.02.2024 ï¸ï¸. SEMANGAT untuk menjemput President Baru Bapak @prabowo @gibran_tweet Wapres Bpk prabowo ï¸ï¸. #temanprabowosubiantoðŸ‡¨ðŸ‡­ MasyaaAllah #prabowogibranmenangsatuputaranï¸ 14.02.2024 Vote NO.2 #prabowogibran2024ï¸ https://t.co/2s25ba6OJS,1.75753E+18,https://pbs.twimg.com/ext_tw_video_thumb/1757533486833934336/pu/img/kTvz_G0IDzIBDNVs.jpg,,in,,0,8,29,https://x.com/drReUtari08/status/1757533525425660040,1.69519E+18,drReUtari08,,,,,,,
1.75753E+18,Tue Feb 13 22:23:51 +0000 2024,8,kalo prabowo kalah gue mau puasa 2minggu full,1.75753E+18,,,in,,0,4,2,https://x.com/nmysphy/status/1757531054716633374,1.31092E+18,nmysphy,,,,,,,
1.75753E+18,Tue Feb 13 22:39:08 +0000 2024,0,Siapapun yang menang mau anis prabowo atau ganjar. Semoga satu putaran. Biar uang negara bisa di alokasikan ke sektor yang lain.,1.75753E+18,,,in,Bangkalan,0,0,0,https://x.com/_ariefseptiawan/status/1757534899106635990,99474040,_ariefseptiawan,,,,,,,
1.75754E+18,Tue Feb 13 22:41:44 +0000 2024,9,Di pimpin para ulama doa bersamaan di gelar relawan Prabowo Gibran menyampaikan harapan dan aspirasi mereka untuk sebuah Indonesia yang lebih baik di bawah kepemimpinan Prabowo Gibran. Gibran Berani #Bobby #Komeng #Santri #Papua https://t.co/VenMYUGpl3,1.75754E+18,https://pbs.twimg.com/ext_tw_video_thumb/1757534825861558273/pu/img/k9TRyfJASOwIiklp.jpg,,in,"Penjaringan, Indonesia",0,0,0,https://x.com/Samsulll450498/status/1757535557360710097,1.71163E+18,Samsulll450498,,,,,,,
1.75753E+18,Tue Feb 13 22:11:48 +0000 2024,0,Luruskan Fitnah dan Hoax Soal Jet Tempur Mirage Jubir Prabowo Subianto Terima Ancaman https://t.co/LBakpv6oti,1.75753E+18,https://pbs.twimg.com/media/GGP-YnUbgAAGHpC.jpg,,in,,0,1,0,https://x.com/DKliktivisme/status/1757528020624273501,1.60771E+18,DKliktivisme,,,,,,,
1.75753E+18,Tue Feb 13 22:16:45 +0000 2024,0,Luruskan Fitnah dan Hoax Soal Jet Tempur Mirage Jubir Prabowo Subianto Terima Ancaman https://t.co/0OEQFv7QgJ,1.75753E+18,https://pbs.twimg.com/media/GGP_jaAaAAAmdnm.jpg,,in,,0,1,0,https://x.com/politikngaji2/status/1757529269092393464,1.60765E+18,politikngaji2,,,,,,,
1.75754E+18,Tue Feb 13 22:42:44 +0000 2024,1,Baru nyadar sejak awal bisa ikut Pilpres 2004 pilihan gw ga pernah menang 2004: Amien Rais - Siswono 2009: JK-Wiranto 2014: Prabowo-Hatta 2019: Prabowo-Sandi 2024 Anies-Imin ,1.75754E+18,,,in,cipularang,1,2,0,https://x.com/ekwardo/status/1757535808037487074,67998517,ekwardo,,,,,,,
1.75753E+18,Tue Feb 13 22:20:04 +0000 2024,19,Yg paling mungkin nyatuin 03&amp;01 adl prabowo menang 1 putaran. Bersatu di sengketa pemilu MK.,1.75753E+18,,,in,,0,1,0,https://x.com/Tembogg/status/1757530103641407493,1.16038E+18,Tembogg,,,,,,,
1.75753E+18,Tue Feb 13 22:28:23 +0000 2024,0,wkwkwk gw kmren jg nazar di depan temen2 gw yg jd penggila dukung 02 kalo si prabowo kalah gw bakalan ngadain selametan dan bagi2 nasi kotak ke temen kantor. syukuran ntr nasi kotak nya beneran gw tulis tasyakuran atas kekalahan 02 ,1.75753E+18,,,in,,0,1,0,https://x.com/rayaqan/status/1757532195588383178,1.49195E+18,rayaqan,,,,,,,
1.75753E+18,Tue Feb 13 22:24:12 +0000 2024,3,kl prabowo kalah gua jalan dr rumah ke ui,1.75753E+18,,,in,"Barcelona, Spain",0,1,0,https://x.com/hade_az/status/1757531142226624920,1.27927E+18,hade_az,,,,,,,
1.75753E+18,Tue Feb 13 22:07:25 +0000 2024,0,Nah ini terutama pada tahun 2019 pernah bener-bener all in Prabowo sampe demo ke Jakarta. Justru Prabowo yang mengkhianati rakyat (pendukungnya terutama pada tahun 2019),1.75753E+18,,,in,"Kota Bandung, Jawa Barat",0,0,0,https://x.com/polikucing/status/1757526919858544824,1.08937E+18,polikucing,,,,,,,
1.75753E+18,Tue Feb 13 22:31:08 +0000 2024,1,Viral hasil pengumuman exit poll Pemilu 2024 di luar negeri bocor tim hukum dan advokasi Prabowo - Gibran ingatkan ancaman pidananya. #Prabowo2024 https://t.co/g5i7f1uUqF,1.75753E+18,,,in,"Jember, Jawa Timur",0,1,0,https://x.com/Jember_Network/status/1757532886255956306,1.67579E+18,Jember_Network,,,,,,,
1.75753E+18,Tue Feb 13 22:23:02 +0000 2024,0,#BREAKING ï¸ Indonesians have began voting Wednesday morning with all eyes on whether frontrunner Prabowo Subianto an ex-general with a checkered human rights record will win the election outright or the race will go to a runoff in June. #Indonesia #election #vote https://t.co/jxh2CuUkq2,1.75753E+18,https://pbs.twimg.com/media/GGQA_LWbcAAX76o.jpg,,en,,1,1,0,https://x.com/BenarNews/status/1757530848826638391,3063962601,BenarNews,,,,,,,
1.75754E+18,Tue Feb 13 22:40:23 +0000 2024,2,kalau prabowo kalah gw janji ga begadang dan rajin bangun pagi terus produktif di waktu pagi-siang,1.75754E+18,,,in,homophobic/minor dni ðŸ”ž,0,5,1,https://x.com/harusxku/status/1757535214988128499,1.66219E+18,harusxku,,,,,,,
1.75753E+18,Tue Feb 13 22:24:27 +0000 2024,1,Kalo prabowo kalah gue bakal usahain jalan kaki dari parung ke botani bogor.,1.75753E+18,,,in,,0,1,0,https://x.com/magfumi/status/1757531205619404851,2925100118,magfumi,,,,,,,
1.75751E+18,Tue Feb 13 20:52:41 +0000 2024,1,Prabowo Subianto : L'Ã‰pine Dorsale de la Politique IndonÃ©sienne Fait Son Retour... #tiktok... https://t.co/VCatdxGW3U https://t.co/w6J13GAdLf,1.75751E+18,https://pbs.twimg.com/media/GGPsTioWEAABRlE.jpg,,fr,Oualriche Press Group,0,0,0,https://x.com/OualricheUs/status/1757508110950777140,1.70533E+18,OualricheUs,,,,,,,
1.7575E+18,Tue Feb 13 20:37:29 +0000 2024,0,Anies Menang Jadi Presiden Insyaallah Indonesia lebih baik dr segala bidang. Amin. #01AMINwinElection Klau Prabowo menang Indonesia bubar #AsalBukanPrabowoGibran https://t.co/Ygs0R6mWxG,1.7575E+18,https://pbs.twimg.com/media/GGPo1XVaoAAHRue.jpg,,in,Indonesia,0,0,0,https://x.com/SOBATKU_129/status/1757504287415181537,1.09795E+18,SOBATKU_129,,,,,,,
1.75752E+18,Tue Feb 13 21:38:06 +0000 2024,17,PRABOWO KALAH GW KM AMPE SEMESTER 7,1.75752E+18,,,in,Aston Frikinas,0,3,0,https://x.com/DefrTen/status/1757519542425985486,2852502625,DefrTen,,,,,,,
1.75752E+18,Tue Feb 13 21:31:31 +0000 2024,1,Bapak @prabowo yang kuat ya pak. Hari ini akan banyak yg akan menusuk bapak. Semoga bapak sehat2 selalu https://t.co/wVrlmWkbqR,1.75752E+18,https://pbs.twimg.com/media/GGP1M6rb0AAv9BX.jpg,,in,,0,0,0,https://x.com/shinta_claura/status/1757517885168406875,1.23275E+18,shinta_claura,,,,,,,
1.75751E+18,Tue Feb 13 20:41:08 +0000 2024,0,Kalo prabowo kalah gua diet mulai selesai dari tps wo 30 menit sehari ,1.75751E+18,,,in,,0,0,0,https://x.com/ucaicuuuuuu/status/1757505204973617222,1.0896E+18,ucaicuuuuuu,,,,,,,
1.75737E+18,Tue Feb 13 21:07:06 +0000 2024,0,@tri_gembong24 @KEBUMENinLOVE @prabowo @bentangnegeri @MakeItAQuoteJP @McPepes_AI @Ndons_Back @99propaganda @BANGSAygSUJUD @blontankpoer @kurawa https://t.co/ZkQLQjxROM,1.75751E+18,https://pbs.twimg.com/media/GGPvnaFbsAA7pgq.jpg,tri_gembong24,qme,,0,0,0,https://x.com/MakeItAQuote/status/1757511742001946873,1.44681E+18,MakeItAQuote,,,,,,,
1.75752E+18,Tue Feb 13 21:50:53 +0000 2024,0,Ganjar-Mahfud di depan Anies-Muhaimin dan Prabowo-Gibran kalah. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @liaaaawwww_____ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/ftMRN4mPFA,1.75752E+18,https://pbs.twimg.com/media/GGP5oWpaQAA3SgW.jpg,,in,MAGELANG,0,0,0,https://x.com/basteenck/status/1757522759406784947,1.68665E+18,basteenck,,,,,,,
1.75752E+18,Tue Feb 13 21:59:05 +0000 2024,0,Prabowo menang banyak orang stress,1.75752E+18,,,in,"Surakarta, Jawa Tengah",0,0,0,https://x.com/IndiHoam/status/1757524820244533648,8.45236E+17,IndiHoam,,,,,,,
1.75752E+18,Tue Feb 13 21:47:05 +0000 2024,1,semoga prabowo gamenang anjingg yaalllahhhh,1.75752E+18,,,in,,1,0,0,https://x.com/gungzaaa/status/1757521802434367655,1.68242E+18,gungzaaa,,,,,,,
1.75751E+18,Tue Feb 13 21:00:00 +0000 2024,0,Sosok yang cerdas yang selalu melayani rakyat itulah Prabowo Subianto #02JariUngu Prabowo-Gibran Menang https://t.co/TZtOfi6DSX,1.75751E+18,https://pbs.twimg.com/media/GGOmPM3acAARazc.jpg,,in,,0,0,0,https://x.com/edasnun37/status/1757509954905534715,1.68479E+18,edasnun37,,,,,,,
1.75752E+18,Tue Feb 13 21:58:42 +0000 2024,0,pagi pagi udah kesel sama tweet an pendukung prabowo anyingg,1.75752E+18,,,in,,0,0,1,https://x.com/gungzaaa/status/1757524727026143666,1.68242E+18,gungzaaa,,,,,,,
1.75751E+18,Tue Feb 13 20:52:45 +0000 2024,0,Wallahi geluduknya gede banget ampe kebangun. Apa ini pertanda dari Allah hari ini Prabowo menang :C,1.75751E+18,,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/reservationRage/status/1757508129259229456,1.63495E+18,reservationRage,,,,,,,
1.75752E+18,Tue Feb 13 21:46:56 +0000 2024,0,Pas prabowo menang gua bakalan vn ketawa ngakak setiap pagi ke orang orang yang dukung ganjar.,1.75752E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/HizkalR/status/1757521764937318861,1.19315E+18,HizkalR,,,,,,,
1.75752E+18,Tue Feb 13 21:47:02 +0000 2024,0,Pak Anies Pak Prabowo Pak Ganjar. Bisa tidur gk ya kira malam ini?,1.75752E+18,,,in,Indonesia,0,0,0,https://x.com/gatrinr1/status/1757521790350598246,1.13949E+18,gatrinr1,,,,,,,
1.75752E+18,Tue Feb 13 21:39:46 +0000 2024,6,Jauh jauh ke jatinangor ga ikhlas kl prabowo yg menang ,1.75752E+18,,,in,he/him/mas/bang/om,0,0,0,https://x.com/ilhamabelhakim/status/1757519961248186712,1.01049E+18,ilhamabelhakim,,,,,,,
1.75751E+18,Tue Feb 13 21:13:37 +0000 2024,0, Siapa yang berani bernyanyi nanti akan dikebiri Prabowo: well this is awkward,1.75751E+18,,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/reservationRage/status/1757513380712329502,1.63495E+18,reservationRage,,,,,,,
1.75752E+18,Tue Feb 13 21:41:36 +0000 2024,1,Kalau Prabowo kalahp Janji murojaah juz 30 lagi dari Surah An-Naba sampai An-Nas,1.75752E+18,,,in,Indonesia,0,1,0,https://x.com/Saitei_Ten/status/1757520422986522658,1.06601E+18,Saitei_Ten,,,,,,,
1.75752E+18,Tue Feb 13 21:25:27 +0000 2024,14,Hujan deres tandanya Allah marah Prabowo curang,1.75752E+18,,,in,She/Her,0,1,3,https://x.com/nakaharadz/status/1757516357019775396,1.55533E+18,nakaharadz,,,,,,,
1.75751E+18,Tue Feb 13 21:02:02 +0000 2024,0,Generative AI faces major test as Indonesia holds largest election since boom - TODAY: The Prabowo campaign and Midjourney whose guidelines bar its use for political campaigning ... https://t.co/O6rPsJNhwt,1.75751E+18,,,en,Cape Town,0,0,0,https://x.com/jst5th/status/1757510463670440156,59548034,jst5th,,,,,,,
1.75752E+18,Tue Feb 13 21:56:59 +0000 2024,1,pemilu 2024 ini bisa jadi settingan jokowi selama 2 periode mulai dari terbentuknya PSI terpilihnya gibran walikota solo masukin prabowo ke kabinet sampe terusung paslon 02 sungguh manuver politik yg luar biasa. pede menang satu putaran karna 20 pj gubernur provinsi terhandle,1.75752E+18,,,in,,0,1,0,https://x.com/wonderkidsss/status/1757524295432237064,1.18938E+18,wonderkidsss,,,,,,,
1.7575E+18,Tue Feb 13 20:16:19 +0000 2024,91,kalo prabowo kalah gw langsung jalan kaki naplak engga pake alas kaki dari BLOK M ke Monas bolak-balik setelah pengumuman resmi KPU https://t.co/c7tZdHVwbg,1.7575E+18,https://pbs.twimg.com/media/GGPj-fcbEAAS2-5.jpg,,in,"Lorne, Victoria",7,21,8,https://x.com/coldthem/status/1757498958409310337,3020429064,coldthem,,,,,,,
1.7575E+18,Tue Feb 13 20:28:52 +0000 2024,0,Praying Pak Prabowo and his army TikTok of buzzers lose today https://t.co/LQLDR3hV4Y,1.7575E+18,https://pbs.twimg.com/media/GGPm2tZasAA8lGS.jpg,,en,Your Counterparty,0,0,0,https://x.com/lilSteppppa/status/1757502116917354652,1.63847E+18,lilSteppppa,,,,,,,
1.75749E+18,Tue Feb 13 19:34:03 +0000 2024,2,d-day pemilu dan yang bikin temen gua tobat adalah prabowo https://t.co/GDMDhW1Ncx,1.75749E+18,https://pbs.twimg.com/media/GGPaUNJbsAADquE.jpg,,in,movie,0,0,2,https://x.com/balaireng/status/1757488324670013680,1.53494E+18,balaireng,,,,,,,
1.7575E+18,Tue Feb 13 20:19:34 +0000 2024,1,ga sabar liat prabowo sujud syukur di tv one hari ini ,1.7575E+18,,,in,,0,0,0,https://x.com/irsawidiastha/status/1757499777036755099,232857642,irsawidiastha,,,,,,,
1.7575E+18,Tue Feb 13 20:01:21 +0000 2024,25,tgl 14 Februari 2024 hari KASIH SUARA utk paslon 02 ayah @prabowo mas wali @gibran_tweet. kita bungkam panahÂ² hoax dan fitnah pasukan negara api dgn #PrabowoGibranMenang1Putaran #SayaBersamaJokowi ðŸ‡®ðŸ‡© #PrabowoGibranDihati #HariKasihSuara02 #PrabowoGibran2024 #UsirBanteng https://t.co/r4HkvRK4Vr,1.7575E+18,https://pbs.twimg.com/media/GGPgkPJbIAAPJFc.jpg,,in,Jakarta Capital Region,0,2,9,https://x.com/temanduit/status/1757495195158155312,1.29952E+18,temanduit,,,,,,,
1.75749E+18,Tue Feb 13 19:51:00 +0000 2024,0,prediksi : 2 putaran nyaris 50% suara 02 anies - prabowo berhasil lolos pdip koalisi ama 02 beberapa partai 03 ada yg masuk koalisi 01,1.75749E+18,,,in,,0,0,0,https://x.com/___NADIF/status/1757492588616339933,1.04349E+18,___NADIF,,,,,,,
1.7575E+18,Tue Feb 13 20:20:15 +0000 2024,1,masih belum ketemu jodohnya prabowo dimari berapa aja bolo no recehï¸ https://t.co/eFnQuQzvB2,1.7575E+18,https://pbs.twimg.com/media/GGPk4d-bAAAfN8S.jpg,,in,Yogyakarta,0,2,0,https://x.com/SatriaDanendra_/status/1757499950005633205,7.48407E+17,SatriaDanendra_,,,,,,,
1.75737E+18,Tue Feb 13 20:01:27 +0000 2024,0,@acehlon90 @KEBUMENinLOVE @prabowo @bentangnegeri @MakeItAQuoteJP @McPepes_AI @Ndons_Back @99propaganda @BANGSAygSUJUD @blontankpoer @kurawa https://t.co/oSsXaCCYHW,1.7575E+18,https://pbs.twimg.com/media/GGPglmeasAABpBi.jpg,acehlon90,qme,,0,0,0,https://x.com/MakeItAQuote/status/1757495218398773721,1.44681E+18,MakeItAQuote,,,,,,,
1.75749E+18,Tue Feb 13 19:47:43 +0000 2024,65,Jika kalian Percayaa kpd Bpk @prabowo Memberikan kepercayaan u memimpin NKRI&amp; Beliau akan Memberikan Kalian Hidup Nyaman di Negri SendiriJangan Ragu tetapkan hati 14.02.2024 coblos #prabowogibran ï¸ï¸ #prabowogibranmenangsatuputaran #temanprabowosubiantoðŸ‡¨ðŸ‡­ #gerindraswiss_ðŸ‡¨ðŸ‡­ https://t.co/nFSrHYKzmp,1.75749E+18,https://pbs.twimg.com/ext_tw_video_thumb/1757491722223820800/pu/img/En1EPeSMGqqTY9nE.jpg,,in,,1,13,10,https://x.com/drReUtari08/status/1757491762229035231,1.69519E+18,drReUtari08,,,,,,,
1.7575E+18,Tue Feb 13 20:02:47 +0000 2024,5,I m gonna witness kekalahan prabowo untuk ke sekian kalinya. Penjahat HAM tidak pantas menjadi presiden!,1.7575E+18,,,in,,0,1,0,https://x.com/abiidooo/status/1757495554073088028,480146426,abiidooo,,,,,,,
1.7575E+18,Tue Feb 13 20:12:46 +0000 2024,0,Valentine bukanlah budaya indonesia budaya indonesia adalah membuat prabowo kalah awokawokawokawok..,1.7575E+18,,,in,transylvania,0,0,0,https://x.com/blackstraycatz/status/1757498064649244873,1.63862E+18,blackstraycatz,,,,,,,
